japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
嬴	嬴	嬴	yíng	あまる	エイ	to win; to have a surplus; surname
楹	楹	楹	yíng	はしら	エイ,ヨウ	column, pillar; numerary adjunct
瀅	滢	瀅	yíng	おがわ	エイ,ヨウ,ケイ,キョウ	clear, pure water; lucid; glossy
瀠	潆	瀠	yíng	ながれる	エイ,ヨウ	tiny stream; swirl around; eddy
瀛	瀛	瀛	yíng	うみ	エイ,ヨウ	sea, ocean
熒	荧	熒	yíng	ひかり,ともしび,ひかる,まどう,まどわす	ケイ,ギョウ,コウ,エイ,ヨウ,キョウ	shine, shimmer; shining, dazzling
營	营	營	yíng	いとなむ	エイ,ヨウ,ギョウ,ケイ	encampment, barracks; manage
瑩	莹	瑩	yíng	あきらか,みがく,しぼむ	エイ,ヨウ	lustre of gems; bright, lustrous
盈	盈	盈	yíng	みちる	エイ,ヨウ	fill; full, overflowing; surplus
縈	縈	縈	yíng	めぐる,まがる,めぐらす	エイ,ヨウ	entangle, entwine, coil
縈	萦	縈	yíng	めぐる,まがる,めぐらす	エイ,ヨウ	entangle, entwine, coil
螢	萤	螢	yíng	ほたる	ケイ,ギョウ,エイ,ヨウ	glowworm, luminous insect
鎣	蓥	鎣	yíng	みがく	エイ,ヨウ,ケイ,ギョウ,キョウ	polish
	藀	藀	yíng			
蛍	蠅	蠅	yíng	ほたる	ケイ,エイ,ギョウ	glow-worm, luminous insect
蠅	蝇	蠅	yíng	はえ	ヨウ	flies
蝿	蝿	蝿	yíng	はえ	ヨウ	flies
螢	螢	螢	yíng	ほたる	ケイ,ギョウ,エイ,ヨウ	glowworm, luminous insect
贏	贏	贏	yíng	あまり,かつ	エイ,ヨウ	win; surplus, gain, profit
贏	赢	贏	yíng	あまり,かつ	エイ,ヨウ	win; surplus, gain, profit
迎	迎	迎	yíng	むかえる	ゲイ,ギョウ	receive, welcome, greet
媵	媵	媵	yìng	おくる,つきそひ,おくりめ,おくりびと,そいよめ	ヨウ,ショウ	a maid who accompanies bride to her new home; to escort; a concubine
映	映	映	yìng	はえる,うつる,うつす	エイ,ヨウ,オウ	project; reflect light
暎	映	映	yìng	はえる,うつる,うつす	エイ,ヨウ	sun beginning decline; reflect
硬	硬	硬	yìng	かたい	コウ,ゴウ,ギョウ,キョウ	hard, firm, strong; obstinate
影	影	影	yǐng	かげ	エイ,ヨウ	shadow; image, reflection; photograph
潁	颍	潁	yǐng		エイ,ヨウ	river in Anhui
癭	瘿	癭	yǐng	こぶ	エイ,ヨウ	swelling, goiter
頴	颖	穎	yǐng	ほさき,ほ	エイ	rice tassel; sharp point; clever
穎	颖	穎	yǐng	ほさき	エイ,ヨウ	rice tassel; sharp point; clever
郢	郢	郢	yǐng		エイ,ヨウ	ancient city in Hubei
嚶	嘤	嚶	yīng	なく	オウ,ヨウ	seek friends; also used in names; the call of a bird
嬰	婴	嬰	yīng	ふれる,みどりご	エイ,ヨウ	baby, infant; bother
孾	婴	嬰	yīng	みどりご	エイ	a baby, especially a girl, an infant
應	应	應	yīng	あたる,こたえる	ヨウ,オウ	should, ought to, must
攖	撄	攖	yīng	せむる	エイ,ヨウ	oppose, offend, run counter to
櫻	樱	櫻	yīng	さくら	オウ,ヨウ	cherry, cherry blossom
瑛	瑛	瑛	yīng		エイ,ヨウ	luster of gem; crystal
瓔	璎	瓔	yīng		エイ,ヨウ,オウ	a necklace made of precious stones
甖	罂	罌	yīng	ほとぎ,かめ,もたい	オウ,エイ,ヨウ	a pot, pitcher; a small-mouthed clay vessel
纓	缨	纓	yīng	かざりひも,むながい,まとう,えい	エイ,ヨウ	a chin strap, tassel; to annoy, bother
罌	罂	罌	yīng	もたい	オウ,エイ,ヨウ	long necked jar or bottle
罃	罃	罃	yīng		オウ,ヨウ	long necked jar or bottle
膺	膺	膺	yīng	むね	ヨウ,オウ	breast, chest; undertake, bear
英	英	英	yīng	はなぶさ,はな,ひいでる	エイ,オウ,ヨウ	petal, flower, leaf; brave, a hero; England, English
鶯	莺	鶯	yīng	うぐいす	オウ,ヨウ	oriole, green finch; Sylvia species (various)
鸎	莺	鶯	yīng	うぐいす	ヨウ,オウ	the mango-bird; the Chinese oriole
	譻	譻	yīng			
軈	軈	軈	yīng	やがて		soon after, soon; almost; no more than; after all
鍈	锳	鍈	yīng		エイ,ヨウ	(onom.) ring; tinkle
韺	韺	韺	yīng		エイ,ヨウ	music
鷹	鷹	鷹	yīng	たか	ヨウ,オウ	eagle, falcon; Accipiter species (various)
鷹	鹰	鷹	yīng	たか	ヨウ,オウ	eagle, falcon; Accipiter species (various)
鸚	鹦	鸚	yīng		オウ,ヨウ	parrot
喲	哟	喲	yō		ヤク	ah, final particle
	唷	唷	yō			final particle
喁	喁	喁	yóng	あぎとう,あおぐ,こえ	ギョウ,グ,ゴウ,グウ	the mouth of a fish at the surface of the water, gasping for breath
顒	顒	顒	yóng	おおきい,あおぐ,つつしむ	ギョウ,グ	solemn, large, grand, majestic
顒	颙	顒	yóng	おおきい,あおぐ,つつしむ	ギョウ,グ	solemn, large, grand, majestic
	鰫	鰫	yóng			bighead carp
用	用	用	yòng	もちいる,はたらき,もって	ヨウ,ユ	use, employ, apply, operate; use
俑	俑	俑	yǒng	いたむ	ヨウ,ユウ,トウ,ユ,ツ	wooden figure buried with dead
勇	勇	勇	yǒng	いさましい,いさむ	ユウ,ヨウ,ユ	brave, courageous, fierce
詠	咏	詠	yǒng	よむ,うたう,ながめる,ながむ,ながめ	エイ,ヨウ,エ	sing, hum, chant
咏	詠	詠	yǒng	うたう	エイ,ヨウ	sing song or poem, hum, chant
埇	甬	甬	yǒng	おきつち	ヨウ,ユ	name of bridge
恿	恿	恿	yǒng	いさむ	ヨウ,ユ,トウ,ツ	instigate, incite; to alarm
慂	恿	恿	yǒng	しいる,すすめる	ヨウ,ユ	urge, incite, egg-on
永	永	永	yǒng	ながい,とこしえに	エイ,ヨウ	long, perpetual, eternal, forever
泳	泳	泳	yǒng	およぐ	エイ,ヨウ	dive; swim
涌	涌	湧	yǒng	わく	ユウ,ヨウ,ユ	surge up, bubble up, gush forth
湧	涌	湧	yǒng	わく	ユウ,ヨウ	well up; gush forth; rise
甬	甬	甬	yǒng	つね,つかう,おどる	ヨウ,トウ,ユ,ズ	path; river in Ningbo; Ningbo
禜	禜	禜	yǒng		エイ,ヨウ	sacrifice
蛹	蛹	蛹	yǒng	さなぎ	ヨウ,ユ	chrysalis, larva
踊	踊	踴	yǒng	おどる,おどり	ヨウ,ユ	leap, jump
踴	踴	踴	yǒng	おどる	ヨウ	leap, jump
鯒	鯒	鯒	yǒng	こち		a flathead (fish)
鯒	鲬	鯒	yǒng	こち		a flathead (fish)
佣	佣	傭	yōng		ヨウ	commission fee
傭	佣	傭	yōng	やとう,あたい,ひとしい,やとい	ヨウ,チョウ,ユ	hire, employ, charter; servant
墉	墉	墉	yōng	かき,かべ	ヨウ,ユ	wall; fortified wall; small wall
壅	壅	壅	yōng	ふさぐ	ヨウ,ユ	to obstruct
庸	庸	庸	yōng	もちいる,つね,あに,なんぞ	ヨウ,ユ	usual, common, ordinary, mediocre
廱	雍	雍	yōng	やわらぐ	ヨウ,ユ	harmonious; pool; hall
慵	慵	慵	yōng	ものうい	ヨウ,ショウ,ジュ	indolent, easy-going, lazy
擁	拥	擁	yōng	いだく	ヨウ,ユ	embrace, hug, squeeze; crowd
癰	痈	癰	yōng	はれもの	ヨウ,ユ	carbuncle, sore, ulcer, abscess
臃	臃	臃	yōng	はれもの	ヨウ,ユ	swell up; swelling; fat
邕	邕	邕	yōng	やわらぐ	ヨウ,ユ	former or literary name for Nanning (in Guangxi)
鄘	鄘	鄘	yōng		ヨウ,ユ	state in Henan province
鏞	镛	鏞	yōng	つりがね,おおがね	ヨウ,ユ	a large bell used as a musical instrument
雍	雍	雍	yōng	やわらぐ,ふさぐ	ヨウ,ユ	harmony, union; harmonious
雝	雍	雍	yōng	やわらぐ	ヨウ,ユ	marsh; pool; harmonious
饔	饔	饔	yōng	にる	ヨウ,ユ	breakfast; eat prepared food
鱅	鳙	鱅	yōng	このしろ	ショウ,ジュ,ユ,ヨウ	a kind of tench
尤	尤	尤	yóu	とがめる,とが,もっとも,とがめ	ユウ,ウ	especially, particularly
油	油	油	yóu	あぶら	ユ,ユウ	oil, fat, grease, lard; paints
游	游	遊	yóu	およぐ,あそぶ,あそび	ユウ,リュウ,ユ,ル,シュウ,ジュ	to swim; float, drift; wander, roam
遊	游	遊	yóu	あそぶ,あそび,すさび,あそばす	ユウ,ユ	wander, roam, travel
犹	犹	猶	yóu	なお	ユウ,ヨウ,ウ	like, similar to, just like, as
猶	犹	猶	yóu	なお	ユウ,キュウ,ヨウ	like, similar to, just like, as
猷	猷	猷	yóu	はかる,はかりごと	ユウ,ユ	plan, scheme; plan, plot; way
由	由	由	yóu	よし,よる,より	ユウ,ユ,ユイ,ヨウ	cause, reason; from
疣	疣	疣	yóu	いぼ	ユウ,ウ	wart; tumor; goiter; papule
肬	疣	疣	yóu	いぼ	ユウ,ウ	wart; tumor; goiter; papule
莜	莜	莜	yóu	くさとり	テキ,ジュク,チョウ,ジョウ,ジャク	Avena nuda; a bamboo basket
蕕	莸	蕕	yóu	かりがねそ,くさみ	ユウ,ユ	Caryopteris divaricata
蚰	蚰	蚰	yóu		ユウ,ユ,チク,ジク	millipede
蝣	蝣	蝣	yóu		ユウ,リュウ,ユ,ル	Ephemera strigata, mayfly
輶	輶	輶	yóu	かるい	ユウ,ユ	light carriage; trifling, light
遊	遊	遊	yóu	あそぶ,あそび,すさび,あそばす	ユウ,ユ	wander, roam, travel
郵	邮	郵	yóu	しゅくば	ユウ,ユ,ズイ,スイ	postal, mail; post office
郵	郵	郵	yóu	しゅくば	ユウ,ユ,ズイ,スイ	postal, mail; post office
鈾	鈾	鈾	yóu	うらにゅうむ	チュウ,ユウ	uranium (U)
鈾	铀	鈾	yóu	うらにゅうむ	チュウ,ユウ	uranium (U)
魷	鱿	魷	yóu		ユウ	cuttlefish
鮋	鮋	鮋	yóu	はや	ユウ,ユ,シュウ,ジュ,チュウ	scorpionfish
鮋	鲉	鮋	yóu	はや	ユウ,ユ,シュウ,ジュ,チュウ	scorpionfish
佑	佑	佑	yòu	たすける,じょう	ユウ,ウ	help, protect, bless
侑	侑	侑	yòu	すすめる,たすける	ユウ,ウ	help, assist, repay kindness
又	又	又	yòu	また	ユウ,ウ	and, also, again, in addition
右	右	右	yòu	みぎ,たすける	ウ,ユウ	right; west; right-wing
囿	囿	囿	yòu	その	ユウ,イク,ウ	pen up; limit, constrain
宥	宥	宥	yòu	ゆるす,なだめる	ユウ,ウ	forgive, pardon, indulge
幼	幼	幼	yòu	おさない	ヨウ,ユウ,オウ,イク	infant, young child; immature
柚	柚	柚	yòu	ゆず	ユウ,ジク,ユ,チク	pomelo, grapefruit
祐	祐	祐	yòu	たすける,たすけ,じょう	ユウ	divine intervention, protection
蚴	蚴	蚴	yòu		ユウ,ユ	larva
誘	誘	誘	yòu	さそう,いざなう,おびく	ユウ,ユ	persuade, entice, induce; guide
誘	诱	誘	yòu	さそう,いざなう,おびく	ユウ,ユ	persuade, entice, induce; guide
釉	釉	釉	yòu	うわぐすり	ユウ,ユ	glaze
鼬	鼬	鼬	yòu	いたち	ユウ,ユ	weasel, Mustela itatsi
卣	卣	卣	yǒu	さけつぼ	ユウ,ユ	wine pot
友	友	友	yǒu	とも	ユウ,ウ	friend, companion; fraternity
有	有	有	yǒu	ある,もつ,たもつ,また	ユウ,ウ	have, own, possess; exist
牖	牖	牖	yǒu	まど	ユウ,ユ	window; lead enlightenment
羑	羑	羑	yǒu	みちびく	ユウ,ユ	a guide to goodness
脜	脜	脜	yǒu	やわらぐ	ジュ,ニュ,ジュウ	
	苃	苃	yǒu			
莠	莠	莠	yǒu	はぐさ,みにくい	ユウ,シュウ,ユ,シュ	weeds, tares; undesirable, evil
蜏	蜏	蜏	yǒu	かげろう	ユウ,ユ,シュウ,シュ	
酉	酉	酉	yǒu	とり,みのる	ユウ,ユ	a wine vessel; tenth earthly branch; Kangxi radical 164
	铕	銪	yǒu			europium (element 63, Eu)
黝	黝	黝	yǒu	あおぐろ,あおぐろい,くろい	ユウ,ヨウ,イ,ユ	black
優	优	優	yōu	やさしい,すぐれる,わざおぎ,まさる,ゆたか	ユウ,ウ,オウ	superior, excellent; actor
呦	呦	呦	yōu	むせぶ,さけぶ	イウ,ユ,アウ,エウ,ユウ,オウ,ヨウ	the bleating of the deer
幽	幽	幽	yōu	くらい,かすか	ユウ,ユ	quiet, secluded, tranquil; dark
憂	忧	憂	yōu	うれえる,うれい,うい	ユウ,オウ	sad, grieved; grief, melancholy
悠	悠	悠	yōu	とおい,はるか	ユウ	long, far, remote, distant; leisurely
攸	攸	攸	yōu	ところ	ユウ,ユ,シュウ	distant, far; adverbial prefix
櫌	耰	耰	yōu	ならす	ユウ,ウ	a kind of hoe
耰	耰	耰	yōu	ならす	ユウ,ウ,ユ	toothless rake for drawing earth over newly sown grain
逌	逌	逌	yōu	ゆるやか,くつろぐ	ユウ,ユ	please; smiling; complacent
麀	麀	麀	yōu	めじか	ユウ,ユ	female deer, doe
於	于	於	yú	あう,より,おいて,おける,ああ,に	オ,ヨ,ウ	in, at, on; interjection alas!
于	於	於	yú	ここに,ゆく,ああ,おいて,に,より,いわく,を	ウ,ク,キョ,コ	in, on, at; go to; surname
伃	妤	妤	yú	うつくしい	ヨ	handsome
余	餘	餘	yú	あまる,われ,あまり,あます	ヨ,ヤ	I, my, me; surname; surplus
余	余	餘	yú	あまる,われ,あまり,あます	ヨ,ヤ	I, my, me; surname; surplus
兪	俞	俞	yú	しかり	ユ,シュ,ユウ	surname; consent
妤	妤	妤	yú		ヨ	beautiful, fair, handsome
娯	娱	娛	yú	たのしむ	ゴ,ク,グ	pleasure, enjoyment, amusement
	嵛	嵛	yú			county in Shandong province
愉	愉	愉	yú	たのしむ,たのしい	ユ,トウ	pleasant, delightful; please
愚	愚	愚	yú	おろか	グ	stupid, doltish, foolish
揄	揄	揄	yú	ひく,うごかす,なぶる	ユ,ユウ,トウ,ツ,チュウ,チュ,ヨウ,ズ	lift, raise; praise; hang; flap
楡	榆	榆	yú	にれ	ユ	elm tree
欤	欤	歟	yú	か	ヨ	a final particle used to express admiration, doubt, surprise, or to mark a question
歟	欤	歟	yú	か,や	ヨ	a final particle used to express admiration, doubt, surprise, or to mark a question
漁	渔	漁	yú	すなどる,いさる,すなどり,あさる	リョウ,ギョ,ゴ	to fish; seize; pursue; surname
渝	渝	渝	yú	かわる,かえる	ユ,ズ,トウ	change; chongqing
狳	狳	狳	yú		ヨ	armadillo
瑜	瑜	瑜	yú		ユ	flawless gem or jewel
盂	盂	盂	yú	はち	ウ	basin; cup
禺	禺	禺	yú	おながさる	グウ,グ,ギョウ	district; mountain in Zhejiang
窬	窬	窬	yú	くぐりど,うがつ	ユ,トウ,ズ	a small door or window; a hole in the wall to cut through a wall
竽	竽	竽	yú	ふえ	ウ	ancient woodwind instrument
羭	羭	羭	yú		ユ	good
腴	腴	腴	yú	こえる,あぶら	ユ	fat; fertile, rich; plump, soft
臾	臾	臾	yú	くぼみ,すすめる,あじか	ユ,ヨウ,キ,ヨ,ギ	moment, instant, short while
舁	舁	舁	yú	かく	ヨ,キョ,コ	carry on one's shoulder
輿	舆	輿	yú	こし	ヨ	cart, palanquin; public opinion
萸	萸	萸	yú		ユ	dogwood
虞	虞	虞	yú	おそれ,うれえる,おもんぱか,はかる	グ	concerned about, anxious, worried
蝓	蝓	蝓	yú	でんでんむし,かたつむり	ユ,ユウ	snail
覦	觎	覦	yú	ねがう,のぞむ,こいねがう	ユ,シュ,ジュ	desire strongly, covet, long for
諛	諛	諛	yú	へつらう,へつらい	ユ	flatter; truckle
諛	谀	諛	yú	へつらう,へつらい	ユ	flatter; truckle
踰	踰	踰	yú	こえる	ユ,ヨウ,チュ	exceed, transgress; cross over
輿	輿	輿	yú	こし	ヨ	cart, palanquin; public opinion
逾	逾	逾	yú	こえる,いよいよ	ユ,トウ,ツ	go over, pass over, exceed
邘	邘	邘	yú		ウ,ク	state in Henan province
隅	隅	隅	yú	すみ	グウ,グ	corner, nook, remote place
雩	雩	雩	yú	あまごい	ウ,ク,キョ,コ,オ	offer sacrifice for rain
餘	馀	餘	yú	あまる	ヨ,ヤ	surplus, excess, remainder
魚	魚	魚	yú	うお,さかな,すなどる	ギョ,ゴ	fish; surname; Kangxi radical 195
魚	鱼	魚	yú	うお,さかな,すなどる	ギョ,ゴ	fish; surname; Kangxi radical 195
漁	䲣	䱷	yú	すなどる,いさる,すなどり,あさる	リョウ,ギョ,ゴ	to fish; seize; pursue; surname
喩	喻	喻	yù	さとす,さとる,たとえる	ユ,ジュ	metaphor
域	域	域	yù	さかい	イキ,ヨク,イク	district, region, boundary; land
嫗	妪	嫗	yù	おうな,あたためる	オウ,ウ,ヨ,オ,コウ,ク	old woman, hag
寓	寓	寓	yù	よる,よせる,かこつける	グウ,ギョ,グ,ゴ	residence; lodge; dwell
峪	峪	峪	yù	たに	ヨク,ユウ	valley, ravine
御	御	御	yù	おん,おさめる,ふせぐ,お,おおん,み	ギョ,ゴ,ガ,ゲ	drive, ride; chariot; manage
愈	愈	愈	yù	まさる,いよいよ	ユ,ギョ,ゴ	more and more, even more
慾	欲	欲	yù	このみ,むさぼる	ヨク,ユ	lust, desire, passion; appetite
昱	昱	昱	yù	あきらか	イク	bright light, sunlight; dazzling
欝	郁	鬱	yù	しげる,むすぼれる	ウツ	luxuriant; dense, thick; moody
欲	欲	欲	yù	ほっする,ほしい	ヨク,ユ	desire, want, long for; intend
毓	毓	毓	yù	そだてる	イク	give birth to; bring up, educate
浴	浴	浴	yù	あびる,あびせる,ゆあみ	ヨク	bathe, wash; bath
煜	煜	煜	yù	かがやく	イク,イウ,オウ,ユウ	bright, shining, brilliant
燠	燠	燠	yù	あたたかい,おき	イク,オウ,ウ,ユウ	warm; warmth
獄	狱	獄	yù	ひとや	ゴク,キョク,ギョク	prison, jail; case; lawsuit
玉	玉	玉	yù	たま	ギョク,ゴク	jade, precious stone, gem
矞	矞	矞	yù	あなおあける,いつわる	イツ,イチ,シュツ,ジュチ,キツ,ケツ,キチ,ケチ	bore with awl; bright, charming
礇	礇	礇	yù		イク	jewel
礜	礜	礜	yù		ヨ	arsenic
禦	禦	禦	yù	ふせぐ	ギョ,ゴ	defend, resist, hold out against
籞	籞	籞	yù	とめば	ギョ,ゴ	a fence
籲	籲	籲	yù	よぶ	ユ,ヤク	appeal; request; implore
龥	籲	籲	yù	よぶ	ヤク,ユ	beg, appeal for help
聿	聿	聿	yù	ふで,ここに,ふでづくり	イツ,イチ	writing brush, pencil; thereupon; Kangxi radical 129
	肀	肀	yù			pen; radical number 129
育	育	育	yù	そだてる,はぐくむ,そだつ	イク,チュウ,ジュ	produce, give birth to; educate
	艈	艈	yù			
芋	芋	芋	yù	いも	ウ,ク,コ	taro
蕷	蓣	蕷	yù		ヨ	yam
蕷	蕷	蕷	yù		ヨ	yam
蜮	蜮	蜮	yù	いさごむし	ヨク,イキ,コク,ワク,カク,キャク	a fabulous creature like a turtle; a toad
	袬	袬	yù			
裕	裕	裕	yù	ゆたか	ユウ,ユ	abundant, rich, plentiful
誉	誉	譽	yù	ほまれ,ほめる	ヨ	fame, reputation; praise
諭	谕	諭	yù	さとす	ユ,トウ	proclaim, instruct; edict
譽	譽	譽	yù	ほまれ	ヨ	fame, reputation; praise
豫	豫	豫	yù	あらかじめ	ヨ,シャ,ショ	relaxed, comfortable, at ease; hexagram ䷏
	軉	軉	yù			
轝	轝	轝	yù	こし	ヨ	envy; hate, dislike; resentment
遇	遇	遇	yù	あう,もてなす,たまたま	グウ,ク,グ,ギョウ	meet, come across, encounter
遹	遹	遹	yù	かたよる	イツ,イチ,シュツ,ジュチ	comply with, obey; shun, avoid
郁	郁	鬱	yù	あきらか,かぐわしい,さかん	イク	sweet smelling, rich in aroma; (Cant.) to move, hit
鈺	鈺	鈺	yù	たから	ギョク,ゴク	rare treasure
鈺	钰	鈺	yù	たから	ギョク,ゴク	rare treasure
	鋊	鋊	yù			a poker; brass filings; to file
錥	錥	錥	yù	なべ	イク	
閾	閾	閾	yù	しきい,しきみ	ヨク,イキ,キョク,ケキ	threshold; separated, confined
閾	阈	閾	yù	しきい,しきみ	ヨク,イキ,キョク,ケキ	threshold; separated, confined
預	預	預	yù	あずける,あらかじめ,あずかる	ヨ	prepare, arrange; in advance
預	预	預	yù	あずける,あらかじめ,あずかる	ヨ	prepare, arrange; in advance
飫	饫	飫	yù	あきる,たまう	ヨ,オ	surfeited, satiated; confer
饇	饫	飫	yù	あく	ヨ,オ,ウ,オウ	to eat too much, surfeited; to confer
馭	驭	馭	yù	つかう,のりもの	ギョ,ゴ	drive, ride; manage, control
	驈	驈	yù			black horses
鬱	鬱	鬱	yù	しげる	ウツ,オチ	luxuriant; dense, thick; moody
鬻	鬻	鬻	yù	かゆ,ひさぐ	シュク,イク,ビ,ミ,キク,コク	sell; child, childish; nourish
	鳿	鳿	yù			
	鴥	鴥	yù			swoop
	鴧	鴧	yù			
鴪	鴪	鴪	yù		イツ	swoop
鵒	鹆	鵒	yù		ヨク	mynah bird; Acridotheres tristis
鷸	鹬	鷸	yù	しぎ	イツ,シュツ,イチ,ジュチ	snipe, kingfisher; Tringa species (various)
与	与	與	yǔ	あたえる,くみする,ともに,あずかる,か,くみ,ために,と,より	ヨ	and; with; to; for; give, grant
予	予	予	yǔ	あたえる,あらかじめ,あずかる,かねて,たのしむ,われ	ヨ,シャ,チョ,ジョ,ショ	I, me; to give
傴	伛	傴	yǔ	かがむ,せむし	ウ	humpback; stoop
俁	俣	俁	yǔ	おおきい	グ,ゴ	big
