japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
喨				ほがらか	リョウ	wail, cry, yell; neigh
喰				くう,くい,くらう	サン,ソン	to eat, drink
営				いとなむ,いとなみ	エイ	encampment, barracks; manage
㗅					コ,ゴ	(same as 胡) angry, the throat, what? how? why? which?
嗃				きびしいさま,こえ,せめるさま	コウ,キョウ,カク	to flute
嗋				おどす	キョウ,コウ	
嗗					アツ,エチ	(Cant.) quarter of an hour
嗘				こえ	ケイ	
嗛				ふくむ,うらむ,へりくだる	ケン,カン,ガン,ケフ,キョウ	pouch; hold; content
嗢				むせぶ,のむ	エチ,オチ,オツ,ワツ,アツ	a loud, prolonged laugh
㗚					リツ,リチ	vexingly verbose or wordy; prosy; complicated; annoying
嗹					レン	chatter
嗿				こえ	タン,トン	gobble
嘅				なげく	カイ,ガイ	sound of sighing; (Cant.) possessive
嘆						
嘇				ものもう	サン	
嘊				いがむ	ガイ	wrangle; growl at
嘐					ハウ,ヘウ,ラウロウ,ビウ,ミウ,コウ,ロウ,ホウ,ヒョウ,ビュウ,ミュウ	final exclamatory particle
嘑				さけぶ,なく,よぶ	コ,ク	to menace; to howl at; to bawl; (Cant.) final particle
嘒				ちいさい	ケイ,ケ	sharp
嘙					ハ	
嘨				うそぶく,もぐぶく	ショウ,シツ,シュウ,シュク,シチ	roar, howl, scream; whistle
嘳				あわれむ,そしる,ためいきする	キ,ケ,カイ	
嘼				やしなう	キュウ,ク,チュウ,キク,チュ	
嘽				あえぐ,よろこぶ,おおい,さかん	タン,セン,タ,ダン	pant; many
噀					ソン	spurt out of the mouth
噁				おこる	オ,ウ,アク,ワク	nastiness; nauseate: sickening
噂				うわさ	ソン	meet
噃				こえ	ハン,ボン	(Cant.) emphatic final particle
噄					キツ	
噆				ふくむ,かむ	ソウ,サン	to hold in the mouth; to bite
噇				たべる	トウ,ジョウ	eating and drinking without restraint
噋				たたく	トン,クワク,カク	to swallow hastily; to gobble up
噛				かじる,かみ,かむ	ゴウ,ギョウ	bite, gnaw
㗴					ガン,ゲン	dogs fighting, to go to law; an indictment
噞				あぎとう,はげしい	ゲン	the movement of a fish's mouth at the surface of the water
噡				うるさくしゃべる	セン,タン	
噣				くさばし,ついばむ	チュ,チュウ,トウ,ツ,ショク,ソク,タク,チョク,トク	a beak; to peck; to order, enjoin upon
器						
噭				ほえる,さけぶ,よぶ,なく	キョウ,ケキ,キャク	shout
噵				みち	ドウ,トウ	
噺				はなし		story, talk
嚄				わめく,ああ	カク,ワク	roar
嚈					ヨウ	Hephthalite empire; to have one's breath taken
嚊				はないき,かか,あえぎ,かかあ	ヒ,キ	to pant; wife; (Cant.) particle indicating doubt
嚋				たれ,のろう	チュウ,チュ,ジュ	
嚔				くしゃみ,くさめ	テイ,タイ,チ	sneeze
嚚				わるい,おろか,つれない	ギン,ゴン,ガン,ゲン	argumentative, talkative
嚝				さけぶ	カク,コウ	
嚞				あきらか	テツ	philosophy; clear
嚟					リ	(Cant.) to come, arrive
嚠				きよい	リュウ	a clear sound
嚢				ふくろ	ノウ,ドウ	bag, purse, sack; put in bag
嚧					ロ	
嚩				のろい	ハク	used to transliterate Sanskrit 'va'
嚫				ほどこす	シン	(Cant.) aspect marker of injury
嚭				おおきい	ヒ	mound, lump; stealthily
嚱				こえ,ああ	キ	a shrill noise; alas!
嚲				たれる	タ	read aloud, recite, chant; droop
嚾				よぶ,わめく,かまびすしい	カン,タン	make a racket; call out to
囃				はやし,はやす	ソウ	to play (on an instrument); to accompany; to banter, jeer
囍				そうき	ヨシ	double happiness
囉				こえ,もらう	ラ	exclamatory final particle, nag
囋				こえ	サツ,ザチ,サン,ザン	to slander; to libel; to criticize; chatty; gossipy
囎				そ	ソ	used in place names; (kokuji)
囏				かたし,なやみ,なやむ	カン,ケン	difficult; trying; be distressed; parent's funeral ceremony; mourning; perilous
囐				こえ,ただす	サツ,ザチ,ガツ,ガチ,ゲツ,ゲチ,ゲン,ゴン	
囗				かこむ,くに,くにがまえ	イ,コク	erect, proud; upright; bald
囙				よる	イン	
囜				かしこい	ジン,ニン	
団				まるい,かたまり	ダン,トン,タン,セン,ドン	sphere, ball, circle; mass, lump
囥				くら	コウ	hide
囦				ふち	エン	
囧				あきらか	ケイ,キョウ	light; clear; bright
囨					ヘン	sound of spitting
囮				おとり	カ,ユウ,ガ,ウ	inveigle, decoy; cheat
囲				かこむ,かこい,かこう,むち,かこみ	イ,トウ	surround, encircle, corral; whip
図				はかる,え	ト,ズ	diagram; chart, map, picture
囶				くに	コク	country
囷				くら	キン,コン,ゴン	round-shaped storage bin for grain
圀				くに	コク	nation, country, nation-state
圁					ギン,ゴン,ガン,ゲン	
圂				かわや,わずらわす	コン,ゴン,カン,ダン,ゲン	pig-sty; privy
圏				かこい	ケン	to circle; a circle; corral
圌				まるい,かご	セン,ゼン,スイ,ズイ,タン	fence
圑				はたけ,にわ	ホ,フ,ボ	
圚				もん	カイ,エ,ガイ	
圛				めぐりゆく	エキ,ヤク	used in place names; stratus
圝				まるい	ラン	entire
圠				かすか	アツ,エチ	
圡				つち	ド,ト	
圢				たいらか	テイ,チョウ,テン	paths between fields
圤				つちくれ	ハク,ホク	
圥				きのこ	ロク	mushroom
圦				いり		(kokuji) water gate, spout
圧				おさえる	アツ,オウ,ジョウ,エン	(same as 壓) to press; to oppress; to crush; pressure
圴				あと,ととのえる,ひとしい	シャク,サク,キン	
圷				あくつ		low-lying land; (kokuji)
圸				やま,まま		steep slope; (kokuji)
圽				うめる	ボツ,モチ	
圿				あか,ちり	カツ,ケチ	
坅				あな	キン,コン,ギン,ゴン,サン	
坆				はか	バイ,フン	a grave, tomb
坒				きじはし	ヒ,ビ	to compare; to match; to equal
坢				たひらか,ちり	ハン,バン	
坥				つつみ,たいら	ショ,タン	
坧				どだい	セキ,シャウ	
坮				うてな,われ	ダイ,タイ	platform; unit; term of address
坰					ケイ,キョウ	wilds
坱				ちり	アウ,オウ	dust
坴					リク,ロク	a clod of earth; land
坹					ケツ,ゲチ	
坺				ちりのさま	ハツ,ハチ,ボチ,バツ	(Cant.) classifier for soft masses
坾					チョ,ジョ	
坿				つける,いかだ	フ,ブ	mound; used in place names
垁					チ,ジ	
垈				ぬた,ぬま	タイ	used in place names; Japanese -nuta; Korean -dae
垉				くずれる	ホウ	collapse; break
垕				あか	コウ	used in place names
垗				はうりどころ	テウ,デウ,チョウ,ジョウ	sacrifice
垙				ちまた	クウ,コウ	
垚				よろこぶ	ゲウ,ギョウ,キ	mound, roundish mass
垝				やぶれる,だい	キ	dilapidated, ruined
垞					タ,ダ	small mound; place name; hillock
垟					ヨウ	a cultivated field; used in place names
垨				まもおる,もり,かみ	シュ,ス,ラツ,ラチ	
垪				は		used in proper names
垬				ぬかり,ぬかる	キョウ	
垰				たお		mountain pass; ancient kuni; low ground; (kokuji)
垳				がけ		cliff; used in proper names; (kokuji)
垽				おり,めぐる	ギン,ゴン	(Cant.) sediment, precipitate
埀				たれる,たらす,なんなんとす	スイ	let down; suspend, hand; down
埆				きそう	カク,ガク	stony
埈				そばだつ	シュン	high, steep, towering; stern
埌				つか	ロウ	waste
埓				かこい	ラチ,レツ	enclosure, dike, embankment
埖				ごみ		garbage; refuse; (kokuji)
埗					プ	(same as 埠) a wharf, dock, jetty; a trading center, port; place name (for example, 深水埗 in Hong Kong)
﨏				さこ		
埞				つつみ	テイ	(Cant.) place
埣				かれつち	サイ,ソツ,セ,ソチ	barren land
埦					ワン,オウ	a bowl
埧				つつみ	ク,グ	dam
埩				たがやす	サウ,ショウ,ソウ	
埰				つか	サイ	fief
埵				つつみ	タ	hardened dirt or clay; cluster
埻				まと,のり,あずち	シュン,タ,ダ,タイ,テ,コウ,ジュク,カク	bull's-eye, target
埾					シュ,ジュ	
埿				ぬる,こて,ぬからみ,どろ	デイ,ナイ,ハン,バン	
堄				ひめがき	ゲン,ゲイ	parapet
堉					イク	ground, fertile land
堌				つつみ,つか	コ,ク	dam, dike; used in place names
㙊					チョウ,ジョウ	(same as 場) an area of level ground; an open space, a threshing floor, arena for drill, etc. a place, to pile a sand-hills
堛				つちくれ	ヒヨク,ヒキ,ヒョク	
堟				うね	テン,デン	
堧				すなつち	ゼン,ネン,ダ,ナ,ダン,ナン	adjoin
堲				やきつち,もえさし,にくむ,あさぐ	シツ,シチ,ショク,ジキ,シキ,シ	hate
堹				つつみ,くろ,あぜ	ショウ,シュ,チョウ,チュ	
堺				さかい	カイ	person's name
塀				かき	ヘイ	wall, fence
塀						
塁				とりで,るい	ルイ,ライ,リツ	rampart, military wall
堽					コウ	mound; used in place names
塉				やせつち	セキ,シャク	
塕				ちり	オウ,オ	a gust of wind
塙				かたい,はなわ,ばん	カク,コウ,キョウ	truly
塚				つか	チョウ	cemetery; tomb
塡				ふさぐ,うずめる,しずめる,つくす,みたす,やすらか,やむ,はめる	テン,チン,ジン	fill in, fill up; make good
塧				けわしい	アイ,エ	
塨					キョウ	used in personal names
塰				あま		title of a Noh play; (kokuji)
塲				ば	ジョウ	open space, field, market
塸				はか	オウ,オ	
塿				つち,つか	ロウ,ル	small mound
墇				ふせぐ	ショウ	
墋				つち,すなじ,にごる	シン	
墌				どだい	シャク,セキ	
墍				ぬる,かざる,とる,いこう	キ,ギ,ケ,カイ,ガイ	paint, decorate
墏				もとる	ショウ,サウ,ソウ	
墐				ぬる,ねばつち	キン,ゴン	to build with soil, plaster over with mud
墔					サイ,ゼ	
墠					セン,ゼン,タン	smooth, hard spot made level for sacrificial altar
墡				しろつち	セン,ゼン	chalk
墢					ハツ,ハイ	
墦				つか	ハン,ホン	tomb
墪					トン	a heap, tumulus, beacon mound
墱				きだ,きざはし,さか	トウ	stone steps, stairs up a platform
墲					ボ,モ,ブ,ム	
墸					ショ	hesitate; (ghost kanji)
墹				まま		steep slope
墺				きし	オウ,イク	four walls
壂				かす,おり,との,たち,やかた	テン,デン	
壃				さかい	キョウ	
壄				の	ヤ	open country, field; wilderness
壈					オン,ラン	disappointed
壌				つち	ジョウ	soil, loam, earth; rich
壒				つちけむり	アイ,カイ	dust
壔				とりで,つか,おか,つつみ	タウ,トウ	a mound, a tumulus
壖				あきち	ゼン,ネン	open space along water
壗				まま		steep slope
壝				だん,らち	イ,タ,ダ	a mound, embankment; the earthen altar to the god of the soil
壥				みせ,やしき	テン	fine residence; shop; store; (ghost kanji)
壱				ひとつ	イチ,イツ,イン	number one
壴				たてる	シュ,チュ	
壷				つぼ	コ	jar, pot, jug, vase; surname
壼				へやのつろ,おく	コン,キン	palace corridor or passageway
夂				おくれる,ふゆがしら	チ,シュウ,シュ	go; Kangxi radical 34
夆				さからう,ひく,あう,あつい	ホウ,フ,バ,ブ	resist
夊				すいにょう	スイ	Kangxi radical 35; go slowly
夋				おごりいる,うずくまる	シュン	to dawdle; the emperor Yao's father
夌				しのぐ,すたれる	リョウ	to dawdle; the name of the father of the Emperor Yao
夐				はるか,とおい,もとめる	ケイ,ケン,キョウ	long, faraway; pre-eminent
夓				なつ	カ,ゲ	
夒				めざる,おおざる	ドウ,ノウ	a kind of monkey, macaque
夘				う	ボウ,ミョウ	fourth earthly branch
夛				おうし,まさる,まさに,おおい	タ	much, many; more than, over
夝				はれる	セイ,ジョウ,ソウ,ショウ	(ancient form of 晴) clear weather
夡				おおい	キ	
夨				かたむける	ショク,シキ,レツ,レチ	
夬				わける,きめる,ゆがけ	ケツ,ケチ,カイ,ケ	parted; fork; certain; hexagram ䷪
夰				はなつ	コウ,ゴウ	
夲				すすむ,もと	トウ,ホン	advance quickly; to go back and forth; origin, source
夳				やすい	タイ	
夵				すすむ	エン,タウ,トウ	
夶				くらあべる	ヒ	
㚑				みたま,たま,くし	レイ,リョウ	
夽					グン	
夿				おおきい	ハ,ヘ	
奃				おおきい	テイ,タイ	
奆				おおきい	ケン,ガン	
㚖					コウ,タク,セキ,シャク,ジャク	(said of truth) to come out to the open; to be known by all, (ancient form 澤) glossy; shining
㚙					カ	
奒				たてまつうる,まつる	カイ,ホウ,ブ	
奓				はる,おごる,あける	タ,シャ,シ	extravagant
奙					ホン	
奛				あきらか	コウ	opening, radiant
奝				おおきい	チョウ	large
奞				はばたく	シュン,スイ,ヨウ,ショウ	the stride made by a man
奟					コウ,ホウ,ヒョウ	
奡				あなどる,つよい	ガウ,ゴウ	arrogant
奣				あきらか	ワン,コウ,オウ,カウ	
奫				いずみ	イン	deep and broad (expanse of water); abyss
奭				さかん,いかるさま	セキ,シャク,カク,キャク	red; anger; ire; surname
奯				おおきい,ひろびろと	カツ,カチ	
奲				おおきい,ゆるやかで	シャ,セン,タ	
奵					テイ,チョウ,テン	used in women's names
奻				いいあらそう	ダン,ナン	quarrel; dispute
妋				むさぼるさま,せ,せうと	フ,ヨウ,ウ,ユウ	ovetous; lustful; show an expression of deep resentment; term of endearment for boys; married couple; spouses
妌				しずか,いさぎよい	セイ,ジョウ	
妎				ねたむ,わずらわしい,おおう,きる	カイ,ガイ,ケイ,ゲイ	jealous, jealousy
妕				あざな	チュウ,チュ	
妛					シ	despise; contempt; ugly; same as; (ghost kanji)
妟				やすらか,やすめる	アン,エン	to be at ease; clear and balmy
妧				みめよいさま	ゲン,ガン	
妭				みめよい,つま	ハツ,バチ	
妰				しずか	チャク	
妷				めい	チツ,ジチ,イツ,イチ,テツ,ジツ	brother's child; debauchery
妺				あざな	バツ,マチ,マツ	wife of the last ruler of the Xia dynasty
妼					ヒ,ビ,ヒツ,ビチ	exceedingly feminine; lady attendant; maid
姁				はは,たのしむ,つま,うつくしい	ク,グ	beauty
姃				あざな	セイ,ショウ	presentable woman
姄					ビン,ミン	
姈				あざな	レイ,リョウ	wise woman; sage woman
姞				つつしむ	キツ,キチ	concubine
姟					カイ	
姤				あう,みめよい,みにくい	コウ,ク,グ	mate; copulate; good; hexagram ䷫
姧				かしましい,みだら	カン	wicked; mischief; seduce; rape; noisy
姪				めい,おい	テツ,チツ,デチ,ジチ	brother's child
姮					コウ,ゴウ,ジョウ	lady
姯				みめよい	コウ	
姱				おごるさま,みめよい,うつくしい	カ,ケ,コ,ゴ,ク	beautiful, handsome, elegant
姲				あざな	アン,エン	
姴				うつくしい	レツ,レチ	
姶				しずか,あい	オウ,アイ	good-looking; quiet
姷				たぐう,ならぶ	ユウ,ウ	
姸				うつくしい	ケン,ゲン	beautiful
娀					シュウ,シュ,ジュウ	name of a concubine of Di Ku, father of the mythical Yao
娍				すらりとしてみめよい	セイ,ジョウ	slender, beautiful body
娎				ここちよい,よろこぶ	ケツ,ケチ,キョウ	
娒				うば	ボ,モ	matron
娗				すらりとしてみめよい	テイ,ジョウ,テン	
娚				めおと	ナン,ノウ,ドウ	loud talking
娞				あでやか,やすらか	ダイ,ネ,スイ	
娤				よそおう	ソウ,ショウ	dress up
娧				みめよい,よろこぶ	タイ,テ,エツ,エチ	good looking
娨				ごうまん	バン,マン,カン,ゲン	
娪				おんな	ゴ,ギョ	
娭				たほむれる,はしため,たわむれる,たのしむ	キ,アイ	amuse
