japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
涅	涅	涅	niè	そめる	ネツ,デツ,ネ,ネチ,ケン,ゲン	blacken; black mud, slime
聶	聂	聶	niè	ささやく	ジョウ,ニョウ,ショウ,ヨウ,チョウ	whisper; surname
捏	捏	捏	niē	こねる,つくねる	デツ,ネチ,ネツ	pick with fingers; knead; mold
您	您	您	nín		ジ,ニン	honorific for 'you'
凝	凝	凝	níng	こる,こらす,こごる,しこる	ギョウ,ゴウ	coagulate; congeal; freeze
寧	宁	寧	níng	やすい,むしろ,なんぞ,いずくんぞ,やすらか,やすんじる	ネイ,ニョウ	repose, serenity, peace; peaceful
擰	拧	擰	níng	みだれる	ドウ,ニョウ	pinch; twist, wring; determined
苧	苧	薴	níng,zhù	からむし,お	チョ,ジョ	China grass, ramie (Boehmeria nivea)
牛	牛	牛	niú	うし	ギュウ,ゴ	cow, ox, bull; Kangxi radical 93; 9th lunar mansion, determinative star β Capricorni (Dabih)
扭	扭	扭	niǔ	ねじまわす,おさえる,しばる	ジュウ,ニュ,チュウ,チュ	turn, twist, wrench; seize, grasp
紐	纽	紐	niǔ	ひも	チュウ,ジュウ,ニュ	knot; button; handle, knob; tie
鈕	钮	鈕	niǔ	つまみ,ぼたん	チュウ,ジュウ,ニュ,チュ	button, knob; surname
農	农	農	nóng	くさぎる,たがやす	ノウ,ドウ,ヌ	agriculture, farming; farmer
濃	浓	濃	nóng	こい,こまやか	ノウ,ジョウ,ニュ,ヌ,ドウ	thick, strong, concentrated
膿	脓	膿	nóng	うみ,うむ	ドウ,ノウ,ヌ	pus
弄	弄	弄	nòng	もてあそぶ,たわむれる	ロウ,ル	do, play or fiddle with; alley
奴	奴	奴	nú	やっこ,やつ,め	ド,ヌ	slave, servant
怒	怒	怒	nù	いかる,おこる,いかり	ド,ヌ	anger, rage, passion; angry
努	努	努	nǔ	つとめる,ゆめ	ド,ヌ	to exert, strive, make an effort; to pout
女	女	女	nǚ	おんな,め,むすめ,なんじ,めあわせる	ジョ,ニョ,ニョウ	woman, girl; feminine; Kangxi radical 38; 10th lunar mansion, determinative star ε Aquarii (Albali)
暖	暖	暖	nuǎn	あたたかい,あたためる,あたたまる,あたたか	ダン,ケン,ノン,ナン,カン,ノ,ノウ	warm, genial
瘧	疟	瘧	nüè	おこり	ギャク,ガク	intermittent fever; malaria
虐	虐	虐	nüè	しいたげる,そこなう	ギャク	cruel, harsh, oppressive
挪	挪	挪	nuó	もむ	ダ,ナ	move, shift on one side
諾	诺	諾	nuò	うべなう	ダク	promise; assent, approve
哦	哦	哦	ó	うたう,よむ	ガ	oh? really? is that so?
喔	喔	喔	ō		アク,ラク,オク	descriptive of crying or of crowing
噢	噢	噢	ō	うめく	イク,ウ,ク,イウ,ユウ	moan; interjection for pain, sad
偶	偶	偶	ǒu	たぐい,たまたま	グウ,ゴウ,グ	accidentally, coincidently; an idol
呕	呕	嘔	ǒu	うたう	オウ	vomit; annoy, enrage
欧	欧	歐	ōu	はく,うたう,うつ	オウ	translit.: Europe; ohm; surname
殴	殴	毆	ōu	なぐる,うつ,たたく	オウ,ク,コウ,オ	beat, fight with fists, hit
謳	讴	謳	ōu	うたう	オウ,ウ,ク	to sing; songs
鷗	鸥	鷗	ōu	かもめ	オウ,オ,ク,イウ,ウ	seagull, tern; Larus species (various)
杷	杷	杷	pá	つか,え,さらい	ハ,ワ,ベ,ハイ	loquat
爬	爬	爬	pá	かく	ハ,バ,ベ	crawl, creep; climb; scramble
琶	琶	琶	pá		ハ,ベ,ワ	guitar-like instrument
帕	帕	帕	pà	つつむ,ひたいあて,ふくさ,はちまき	バツ,メチ,ハ,ヘ,ハク,ミャク,バク	turban, kerchief, veil; wrap
怕	怕	怕	pà	おそれる	ハ,ハク,ヒャク,ヘ,バク	to fear, be afraid of; apprehensive
	啪	啪	pā			syllable
	趴	趴	pā			lying prone, leaning over
俳	俳	俳	pái	わざおぎ	ハイ	actor; vaudeville show; insincere
徘	徘	徘	pái	さまよう	ハイ,ベ	walk back and forth, hesitate
排	排	排	pái	おしひらく,つらねる,おす	ハイ,バイ,ベ	row, rank, line
牌	牌	牌	pái	ふだ	ハイ,バイ	signboard, placard
派	派	派	pài	わかれる,わかれ	ハ,ハイ,バク	school of thought, sect, branch
拍	拍	拍	pāi	うつ	ハク,ヒョウ,ホウ,ヒャク	clap, tap, beat; beat or rhythm
盤	盘	盤	pán	おおざら,たらい	バン,ハン	tray, plate, dish; examine
磐	磐	磐	pán	いわ	ハン,バン	large rock, boulder; firm
判	判	判	pàn	わける,わかつ,わかれる,わかる	ハン,バン	judge; discriminate; conclude
叛	叛	叛	pàn	そむく	ハン,バン,ホン	rebel; rebellion; rebellious
拚	拚	拚	pàn	ておうつ	ヘン,ベン,フン,ハン,ホン	risk, disregard; go all out for
畔	畔	畔	pàn	あぜ,くろ,そむく,ほとり	ハン,バン	boundary path dividing fields
盼	盼	盼	pàn		ハン,ヘン,フン,ブン	look, gaze; expect, hope for
攀	攀	攀	pān	よじる	ハン	climb; pull; hang on to
潘	潘	潘	pān	しろみず,うずまき,あふれる	ハン,ハ,ホン	surname; water in which rice has been rinsed; a river that flows into the Han
龐	庞	龐	páng	たかどの,みだれる,みちる	ホウ,ボウ,ロウ,ル,リョウ	disorderly, messy; huge, big
旁	旁	旁	páng	かたわら,つくり,かたがた,あまねく	ホウ,ボウ,ヒョウ	side; by side, close by, near
胖	胖	胖	pàng	ゆたか,かたみ	ハン,バン	fat, obese; fatty
	乓	乓	pāng			(used with 乒) “pong” of “ping pong”
袍	袍	袍	páo	わたいれ,ほう	ホウ,ボウ	long gown, robe, cloak
鞄	鞄	鞄	páo	かばん	ホウ,ハク,ホク,ボク,ビョウ,ヒョウ	to work hides; leather bag
泡	泡	泡	pào	あわ	ホウ	bubbles, suds; blister; soak
砲	炮	炮	pào	おおずつ,つつ,おおづつ	ホウ,ホク,ハク,ヒョウ,バク	gun, cannon
跑	跑	跑	pǎo	あがく,はしる	ホウ,ビョウ,ハク,バク,ホク,ボク	run, flee, leave in hurry
抛	抛	拋	pāo	なげうつ	ホウ	throw (away)
培	培	培	péi	つちかう,のせる,のる	バイ,ホウ,ハイ,ベ,ブ,ホク,ボク,フウ	bank up with dirt; cultivate
賠	赔	賠	péi	つぐなう	バイ,ハイ	indemnify, suffer loss
陪	陪	陪	péi	したがう	バイ,ハイ,ベ	accompany, be with, keep company
佩	佩	佩	pèi	おびだま,おびる,はく	ハイ	belt ornament, pendant; wear at waist, tie to the belt; respect
沛	沛	沛	pèi	さわ,さかん	ハイ	abundant, full, copious; sudden
轡	辔	轡	pèi	たずな,くつわ	ヒ	bridle of horse, reins
配	配	配	pèi	くばる,ならぶ,ならべる,つれあい	ハイ,ベ	match, pair; equal; blend
胚	胚	胚	pēi	はらむ,はらみ	ハイ,フ,ヘ	embryo; unfinished things
盆	盆	盆	pén	はち	ボン,ホン	basin, tub, pot, bowl
噴	喷	噴	pēn	ふく,はく	フン,ホン	spurt, blow out, puff out
彭	彭	彭	péng	ゆく,みち,さかん	ホウ,ビョウ,ボウ	name of ancient country; surname
朋	朋	朋	péng	とも	ホウ	friend, pal, acquaintance
棚	棚	棚	péng	たな	ホウ	tent, awning; booth; shed
篷	篷	篷	péng	とま	ホウ,ボ	awning, covering; sail; boat
膨	膨	膨	péng	ふくらむ,ふくれる	ボウ,ホウ,ビョウ	to swell; swollen, bloated, inflated
蓬	蓬	蓬	péng	よもぎ	ホウ	type of raspberry; fairyland
鵬	鹏	鵬	péng	おおとり	ホウ	fabulous bird of enormous size
掽	碰	碰	pèng	つく,はえずみ,はえ	ホウ,ヒョウ,ビョウ	collide; meet unexpectedly
捧	捧	捧	pěng	ささげる	ホウ,フ,ブ	hold up in two hands
烹	烹	烹	pēng	にる	ホウ,ヒョウ	boil, cook; quick fry, stir fry
砰	砰	砰	pēng		ホウ,ヒョウ,ビョウ	sound of crashing stones, bang!
啤	啤	啤	pí		ヒ	beer
枇	枇	枇	pí	さじ,くし,ならべる	ヒ,ビ,ヘイ	loquat
毘	毗	毗	pí	へそ	ヒ,ビ	help, assist; connect, adjoin
琵	琵	琵	pí		ビ,ヒ	guitar-like instrument
疲	疲	疲	pí	つかれる,つかれ,つからす	ヒ,ビ,シ	feel tired, be exhausted; weak
皮	皮	皮	pí	かわ	ヒ,ビ	skin, hide, fur, feather; outer
羆	罴	羆	pí	ひぐま	ヒ	brown bear, Ursus arctos
脾	脾	脾	pí	ひぞう,とまる,もも	ヒ,ハイ,ヘイ,ビ,バイ	spleen, pancreas; disposition
僻	僻	僻	pì	ひがむ,さける	ヘキ,ヒ,ヘイ,ヒャク,ビャク,バイ	out-of-the-way, remote; unorthodox
屁	屁	屁	pì	へ	ヒ	break wind; fart; buttocks
譬	譬	譬	pì	たとえる,たとえ	ヒ	metaphor, simile, example
辟	辟	闢	pì	きみ,めす,ひらく	ヘキ,ヒ,ビ,ビャク,ハク,ヒャク,ヘイ,ミ	law, rule; open up, develop
匹	匹	匹	pǐ	たぐい,たぐう,ひき	ヒツ,ヒキ,ボク	bolt of cloth; counter for horses
疋	匹	匹	pǐ	あし,ひき	ソ,ショ,ガ,ヒツ	roll, bolt of cloth; foot
癖	癖	癖	pǐ	くせ	ヘキ,ヒャク	craving, weakness for; indigestion
劈	劈	劈	pī	さく,つんざく	ヘキ,ヒャク	cut apart, split, chop
批	批	批	pī	うつ	ヒ,ヘイ,ヘツ,ベチ,ビ	comment, criticize; wholesale
披	披	披	pī	ひらく	ヒ,ハ,ヘ	wear; split; crack
片	片	片	piàn	かた,きれ,ぺんす,ひら,びら	ヘン,ハン	slice, splinter, strip; rad. 91
騙	骗	騙	piàn	かたる	ヘン	swindle, cheat out of, defraud
偏	偏	偏	piān	かたよる,ひとえに	ヘン	inclined one side; slanting
篇	篇	篇	piān	まき	ヘン,ベン	chapter, section, essay, article
瓢	瓢	瓢	piáo	ふくべ,ひさご	ヒョウ,ビョウ	ladle made from dried gourd
漂	漂	漂	piào	ただよう	ヒョウ	float, drift; tossed about
票	票	票	piào	ふだ	ヒョウ	slip of paper or bamboo; ticket
飄	飘	飄	piāo	つむじかせ,つむじかぜ	ヒョウ	whirlwind, cyclone; floating
撇	撇	撇	piē	ぬぐう,うつ,はらう	ヘツ,ヘチ,ヘイ,ベツ	discard, abandon, throw away
瞥	瞥	瞥	piē		ベツ,ヘツ,ハイ,ヘイ,ヘチ,ヘ	take fleeting glance at
貧	贫	貧	pín	まずしい	ヒン,ビン	poor, impoverished, needy
頻	频	頻	pín	しきりに	ヒン,ビン	frequently, again and again
牝	牝	牝	pìn	めす	ヒン,ビン,ヒ,ビ,ヘン,ベン	female of species; deep gorge
聘	聘	聘	pìn	とう,めす	ヘイ,ヒョウ	engage, employ; betroth
品	品	品	pǐn	しな	ヒン,ホン	article, product, commodity
拼	拼	拼	pīn	したがう	ホウ,ヘイ,ヒョウ	join together, link, incorporate
凭	凭	憑	píng	よる,もたれる	ヒョウ,ビョウ,ヘイ	lean on, depend on, rely on
坪	坪	坪	píng	つぼ	ヘイ,ヒョウ	level ground; Japanese measure
屏	屏	屏	píng	しりぞく,おおう,しりぞける	ヘイ,ビョウ	folding screen, shield
平	平	平	píng	たいら,ひら,ひらたい,たいらか,たいらぐ,たいらげる	ヘイ,ヒョウ,ベン,ビョウ,ヘン	flat, level, even; peaceful
瓶	瓶	瓶	píng	かめ,びん	ヘイ,ビン,ビョウ	jug, pitcher, vase, jar, bottle
苹	苹	蘋	píng	うきくさ,よもぎ,あし	ヘイ,ホウ,ヘン,ヒョウ,ビョウ,ベン	artemisia; duckweed; apple
萍	萍	萍	píng	うきくさ,よもぎ	ヘイ,ビョウ	duckweed; wandering, traveling
評	评	評	píng	はかる,あげつらう	ヒョウ,ヘイ	appraise, criticize, evaluate
鮃	鲆	鮃	píng	ひらめ	ヒョウ,ヘイ,ビョウ	a flatfish, flounder
	乒	乒	pīng			(used with 乓) “ping” of “ping pong”
婆	婆	婆	pó	ばば	バ,ハ	old woman; grandmother
珀	珀	珀	pò		ハク,ヒャク	amber
破	破	破	pò	やぶる,やぶれる	ハ,ヒ	break, ruin, destroy; rout
粕	粕	粕	pò	かす	ハク,ヒャク	lees, dregs, sediments left after distilling liquor
迫	迫	迫	pò	せまる	ハク,ヒャク	coerce, force, compel; urgent
魄	魄	魄	pò	たましい	ハク,バク,タク,ヒャク	vigor; body; dark part of moon
坡	坡	坡	pō	つつみ	ハ,ヒ	slope, bank, hillside
泊	泊	泊	pō	とまる,とめる,とまり	ハク,バク,ヒャク	anchor vessel; lie at anchor
潑	泼	潑	pō	もる,とびちる,そそぐ	ハツ,ハチ,ハイ	pour, splash, water, sprinkle; violent, malignant
頗	颇	頗	pō	かたよる,すこぶる	ハ,ヒ,ビ	lean one side; very, rather
剖	剖	剖	pōu,pǒ	わる,さく,さける,わかれる	ボウ,ホウ,フ	split in two, slice; dissect
菩	菩	菩	pú	ほとけぐさ	ハイ,ボ,バイ,ホク,ボク,フウ,ブ,ホウ,ホ	herb, aromatic plant
葡	葡	葡	pú		ホ,ブ,ヒ,ビ	grapes
蒲	蒲	蒲	pú	がま,かま	ホ,ブ,フ,ハク,バク	type of rush; vine
曝	曝	曝	pù	さらす	バク,ホク,ホウ,ボウ,ボク	sun, air in sun, expose or dry in the sun
瀑	瀑	瀑	pù	にわかうめ,たき,にわかあめ	バク,ホウ,ボク,ボウ,ハク,ホク	waterfall, cascade; heavy rain
鋪	铺	鋪	pù	しく,みせ	ホ,フ	spread out, arrange; shop, store; place to sleep, bed
圃	圃	圃	pǔ	はたけ	ホ,フ	garden, cultivated field
普	普	普	pǔ	あまねし	フ,ホ	universal, general, widespread
朴	朴	樸	pǔ	ほお	ボク,ホク,ホウ,フ,ヒュウ,ハク	simple, unadorned; sincere; surname; a tree
浦	浦	浦	pǔ	うら	ホ,フ	bank of river, shore; surname
溥	溥	溥	pǔ	あまねし	ホ,フ,ハク,ブ	big, great, vast, wide; widespread
譜	谱	譜	pǔ	しるす	フ,ホ	register, list, table; musical score
僕	仆	僕	pū	しもべ,やつがれ	ボク,ホク	slave, servant, I
撲	扑	撲	pū	うつ	ボク,ハク,ホク	pound, beat, strike; attack
其	其	其	qí	その,それ	キ,ギ	his, her, its, their; that
埼	崎	崎	qí	さい,さき	キ,ギ,ゲ	headland
奇	奇	奇	qí	くし,めずらしい,あやしい,くすし	キ,ギ,イ,アイ	strange, unusual, uncanny, occult
岐	岐	岐	qí	えだみち	キ,ギ,シ	high; majestic; fork in road
崎	崎	崎	qí	さき,けわしい,みさき	キ,イ,ゲ	rough, uneven, jagged, rugged
斉	齐	齊	qí	そろう,ひとしい,ひとしく,ととのえる	セイ,サイ,ザイ	even, uniform, of equal length
旗	旗	旗	qí	はた	キ,ギ	banner, flag, streamer
棋	棋	棋	qí	ご	キ,ギ,ゴ	chess; any game similar to chess
碁	棋	棋	qí	ご	ゴ,キ,ギ	chess; any game similar to chess
歧	歧	歧	qí	ゆび,わかれる	キ,ギ	fork of road; branching off
畦	畦	畦	qí	うね,あぜ	ケイ,エ,イ,スイ	sections in vegetable farm
祁	祁	祁	qí	おおいに,さかんに,これ	キ,ギ,ケ,シ,チ,ジ	pray; numerous, ample, abundant
祇	祇	祇	qí	くにつかみ,ただ,まさに	キ,ギ,シ,ジ	the spirit of the earth; (same as 只) only, merely, but
祈	祈	祈	qí	いのる,いのり	キ	pray; entreat, beseech
臍	脐	臍	qí	ほぞ,へそ	セイ,サイ,ザイ	abdominal area of crab; navel
騎	骑	騎	qí	のる	キ,ギ	ride horseback; mount; cavalry
鰭	鳍	鰭	qí	ひれ	キ,ギ	fin
麒	麒	麒	qí		キ,ギ	legendary auspicious animal
器	器	器	qì	うつわ	キ	receptacle, vessel; instrument
契	契	契	qì	ちぎる,きざむ,わりふ	セツ,ケイ,ケツ,キツ	deed, contract, bond; engrave
棄	弃	棄	qì	すてる	キ	reject, abandon, discard
憩	憩	憩	qì	いこい,いこう	ケイ,ケツ,ケチ	rest, take rest
気	气	氣	qì	いき,き	キ,ケ	air, gas, steam, vapor; spirit
汽	汽	汽	qì	ゆげ,みずけ	キ,イツ,カイ,ケ,キツ,コチ,オチ	steam, vapor, gas
泣	泣	泣	qì	なく,なき,なみだ	キュウ,コウ,リュウ,シュウ	cry, sob, weep
葺	葺	葺	qì	ふく,ふき	シュウ	thatch; fix, repair; pile up
迄	迄	迄	qì	およぶ,まで,いたる	キツ,コチ	extend, reach; until; till
乞	乞	乞	qǐ	こう,こい	コツ,キ,キツ,コチ,ケ	beg; request
企	企	企	qǐ	くわだてる,くわだて	キ	plan a project; stand on tiptoe
啓	启	啓	qǐ	ひらく,もうす	ケイ	open; begin, commence; explain
豈	岂	豈	qǐ	あに	キ,ガイ,カイ,ケ	how? what?
杞	杞	杞	qǐ	すき,ふご,もっこ	コ,キ,シ,ジ,カイ,ガイ	willow; medlar tree; a small feudal state (Qi)
綺	绮	綺	qǐ	あや,いろう	キ	fine thin silk; elegant, beautiful
起	起	起	qǐ	おきる,おこる,たつ,おこす	キ	rise, stand up; go up; begin
七	七	七	qī	ななつ,ななたび,なな,なの	シチ,シツ	seven
凄	凄	悽	qī	さむい,すさまじい,すごい	セイ,サイ	bitter cold, miserable, dreary
妻	妻	妻	qī	つま,めあわせる	サイ,セイ,シ	wife
戚	戚	戚	qī	みうち,いたむ,うれえる	セキ,ソク,ショク,シュク	relative; be related to; sad
期	期	期	qī	ちぎる	キ,ゴ,ギ	period of time; date; time limit
棲	栖	棲	qī	すむ	セイ,サイ	perch; roost; stay
栖	栖	棲	qī	すむ	セイ,サイ	perch; roost; stay
欺	欺	欺	qī	あざむく	ギ,キ	cheat, double-cross, deceive
漆	漆	漆	qī	うるし	シツ,シチ,セツ,セチ,シ	varnish, lacquer, paint
恰	恰	恰	qià	あたかも	コウ,カツ,カッ	just, exactly, precisely; proper
洽	洽	洽	qià	うるおす,あまねし	コウ,ギョウ	to blend with, be in harmony; to penetrate; to cover; a river in Shenxi
掐	掐	掐	qiā	つまむ	コウ,キョウ	hold; gather with hand; choke
前	前	前	qián	まえ,すすむ,さき	ゼン,セン	in front, forward; preceding
潜	潜	潛	qián	ひそむ,もぐる,かくれる,くぐる,ひそめる	セン	hide; hidden, secret, latent
虔	虔	虔	qián	つつしむ	ケン,ゲン	act with reverence; reverent
銭	钱	錢	qián	ぜに,すき	セン,ゼン	money, currency, coins
倩	倩	倩	qiàn	うつくしい,つらつら	セン,セイ,ショウ	beautiful, lovely; son-in-law
嵌	嵌	嵌	qiàn	あな,はめる	カン,ガン,サン,ザン	inlay, set in; fall into; rugged
欠	欠	欠	qiàn	かける,あくび,かく,かけ	ケツ,ケン,キ	owe, lack, be deficient; Kangxi radical 76
歉	歉	歉	qiàn	あきたりない	ケン,カン	deficient, lacking, insufficient
茜	茜	茜	qiàn	あかね	セン	madder, Rubia cordifolia; reeds
浅	浅	淺	qiǎn	あさい	セン,サン,ザン	shallow, not deep; superficial
譴	谴	譴	qiǎn	せめる	ケン	reprimand, scold, abuse
遣	遣	遣	qiǎn	つかわす,つかう,やる,しむ	ケン	send, dispatch; send off, exile
千	千	千	qiān	ち	セン	thousand; many, numerous; very; (Cant.) a cheater, swindler
牽	牵	牽	qiān	ひく	ケン	drag, pull, lead by hand
籤	签	籤	qiān	くじ,かずとり	セン	tally; lot; marker
謙	谦	謙	qiān	へりくだる	ケン	humble, modest; hexagram ䷎
遷	迁	遷	qiān	うつる,うつす	セン	move, shift, change; transfer
鉛	铅	鉛	qiān	なまり	エン	lead (element 82, Pb)
墻	墙	牆	qiáng	かき	ショウ	wall
強	强	強	qiáng	つよい,しいる,つよまる,つよめる,こわい,あながち	キョウ,ゴウ,コウ	strong, powerful, energetic
檣	樯	檣	qiáng	ほばしら	ショウ,ゾウ	mast, yard-arm, boom
薔	蔷	薔	qiáng	みずたで	ショク,ショウ,ソウ,シキ,ゾウ	rose
搶	抢	搶	qiǎng	つく,こばむ,とどく	ショウ,ソウ	plunder, rob, take by force
槍	枪	槍	qiāng	やり	ソウ,ショウ	spear, lance; gun, rifle
腔	腔	腔	qiāng	うつろ,からだ	コウ,ク	chest cavity; hollow in body
錆	锖	錆	qiāng	くわしい,さび	セイ,ショウ,ソウ	the color of a mineral
喬	乔	喬	qiáo	たかい	キョウ,ギョウ	tall, lofty; proud, stately
僑	侨	僑	qiáo	たかい	キョウ,ギョウ	sojourn, lodge
橋	桥	橋	qiáo	はし	キョウ,コウ,ギョウ	bridge; beam, crosspiece
瞧	瞧	瞧	qiáo	ぬすみみる	ショウ,ジョウ	glance at, look at, see
蕎	荞	蕎	qiáo		キョウ,ギョウ	buckwheat
俏	俏	俏	qiào	にる,かたどる,みめといさま	セウ,ショウ	like, similar; resemble; pretty
陗	峭	峭	qiào	けはしくたかい,まつすぐでたかい,けはしい,たかい,きびしい,せえまる,かくれる,せつかち,けはしいさか,けわしい	ショウ	a steep hill; precipitous
竅	窍	竅	qiào	あな	キョウ	hole, opening, aperture
翹	翘	翹	qiào	つまだてる,あげる	ギョウ,キョウ	turn up, lift, elevate, raise
鞘	鞘	鞘	qiào	さや	ソウ,ショウ	scabbard, sheath
巧	巧	巧	qiǎo	たくみ,さとい	コウ,キョウ	skillful, ingenious, clever
悄	悄	悄	qiāo	うれえる	ショウ	silent, quiet, still; anxious
敲	敲	敲	qiāo	たたく	コウ,キョウ	strike, beat, pound, hammer; rap
橇	橇	橇	qiāo	そり,かんじき	ゼイ,セイ,キョウ,セ,セツ,セチ	a sledge for transportation
鍬	锹	鍬	qiāo	すき,くわ	シュウ,ショウ	shovel
切	切	切	qiè	きる,きれ,きり,きれる	セツ,サイ,セチ,セイ	cut, mince, slice, carve
妾	妾	妾	qiè	めかけ,わらわ	ショウ	concubine
怯	怯	怯	qiè	おびえる,おじる	キョウ,コウ	lacking in courage, afraid
窃	窃	竊	qiè	ぬすむ,ひそかに	セツ	secretly, stealthily; steal; thief
鍥	锲	鍥	qiè	かま,きざむ,たつ	ケツ,ケチ,ケイ,カイ	sickle; cut, carve, engrave
且	且	且	qiě	かつ,しばらく	シャ,ショ,ソ,ゾ	moreover, also (post-subject); about to, will soon (pre-verb)
勤	勤	勤	qín	つとめる,つとめ,つとまる	キン,ゴン,キ	industrious, diligent, attentive
捦	擒	擒	qín	かたくとる,とらえる	キン,ゴン	to seize; to clutch; to arrest; to capture; (Cant.) to climb
檎	檎	檎	qín		ゴ,キン,ゴン	small red apple
琴	琴	琴	qín	こと	キン,ゴン	Chinese lute or guitar
禽	禽	禽	qín	とりこ,とり	キン,ゴン	birds, fowl; surname; capture
秦	秦	秦	qín	はた	シン,ジン	feudal state of Qin; the Qin dynasty (from which the name 'China' comes)
芹	芹	芹	qín	せり	キン,キ	celery
寝	寝	寢	qǐn	ねる,みたまや,やめる,ねかす	シン	sleep, rest; bed chamber
親	亲	親	qīn	したしい,おや,みずから,したしむ	シン	relatives, parents; intimate
侵	侵	侵	qīn	おかす	シン	invade, encroach upon, raid
欽	钦	欽	qīn	つつしむ	キン,コン,ギン,ゴン	respect, admire; respectful
衾	衾	衾	qīn	ふすま	キン,コン	coverlet, quilt
情	情	情	qíng	なさけ,こころ,おもむき,まこと	ジョウ,セイ	feeling, sentiment, emotion
擎	擎	擎	qíng	ささげる,たかい,もつ	ケイ,ギョウ	lift up, hold up, support
晴	晴	晴	qíng	はれる,はれ,はらす	セイ	clear weather, fine weather
慶	庆	慶	qìng	よい,よろこぶ	ケイ,キョウ	congratulate, celebrate
請	请	請	qǐng	こう,うける,こい	セイ,ショウ,シン,ジョウ	ask, request; invite; please
頃	顷	頃	qǐng	ころ,しばらく,このごろ	ケイ,キョウ,キ	a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean
傾	倾	傾	qīng	かたむく,かたむける,くつがえす	ケイ,キョウ	upset, pour out, overflow
卿	卿	卿	qīng	きみ,かみ	キョウ,ケイ	noble, high officer
	氢	氫	qīng			ammonia; hydrogen nitride
清	清	清	qīng	きよい,きよめる,きよまる,すむ	セイ,ショウ,ジョウ,シン	clear, pure, clean; peaceful
輕	轻	輕	qīng	かるい,かろやか	ケイ,キョウ	light; easy, simple; gentle
青	青	青	qīng	あお,あおい	セイ,ショウ,チン	blue, green; young; Kangxi radical 174
瓊	琼	瓊	qióng	たま	ケイ,セン,ギョウ,ゼン	jade; rare, precious; elegant
窮	穷	窮	qióng	きわめる,きわまる	キュウ,グ	poor, destitute, impoverished
穹	穹	穹	qióng	そら,あめ	キュウ,ク,コウ	high and vast; elevated; arched
囚	囚	囚	qiú	とらえる	シュウ,ジュ	prisoner, convict; confine
求	求	求	qiú	もとめる,もとめ	キュウ,グ,ク	seek; demand, request; beseech
球	球	球	qiú	たま	キュウ,グ	ball, sphere, globe; round
裘	裘	裘	qiú	かわごろも	キュウ,グ,キク,ゴク	fur garments; surname
丘	丘	丘	qiū	おか	キュウ,ク	hill; elder; empty; a name
秋	秋	秋	qiū	あき,とき	シュウ,シュ	autumn, fall; year
萩	萩	萩	qiū	はぎ	シュウ,ショウ,シュ	scandent hop; tree
邱	邱	邱	qiū	おか	キュウ,ク	surname; hill; mound; grave
鰍	鳅	鰍	qiū	どじょう,いなだ,かじか	シュウ	loach
渠	渠	渠	qú	みぞ,かれ,なんぞ,いずくんぞ	キョ,ゴ	ditch, canal, channel, gutter
去	去	去	qù	さる	キョ,コ,ク	go away, leave, depart
趣	趣	趣	qù	おもむき,おもむく,うながす	シュ,ソク,ソウ,シュウ,ショク	what attracts one's attention
取	取	取	qǔ	とる	シュ,ソウ,シュウ	take, receive, obtain; select
娶	娶	娶	qǔ	めとる	シュ,ショ,シュウ	marry, take wife
区	区	區	qū		ク,オウ,コウ,キュウ	area, district, region, ward
屈	屈	屈	qū	かがむ,かがめる	クツ,ケツ	bend, flex; bent, crooked; crouch
曲	曲	曲	qū	まがる,まげる,くま,つぶさに,くせ	キョク,コク,ク	crooked, bent; wrong, false
麹	曲	曲	qū	こうじ	キク,コク	yeast, leaven; surname
蛆	蛆	蛆	qū	うじ	ショ,ソ,テツ	maggots
趨	趋	趨	qū	はしる,おもむく	スウ,シュ,ソク,ショク	hasten, hurry; be attracted to
躯	躯	軀	qū	からだ,むくろ	ク	body
駆	驱	驅	qū	かける,かる	ク,キュウ	spur a horse on; expel, drive away
全	全	全	quán	まったく,まったい,まっとうする	ゼン,セン	maintain, keep whole or intact
拳	拳	拳	quán	こぶし	ケン,ゲン,カン	fist; various forms of boxing
権	权	權	quán	おもり,はかる,かり,いきおい,はかり	ケン,ゴン	power, right, authority
泉	泉	泉	quán	いずみ,ぜに	セン,ゼン	spring, fountain; wealth, money
蜷	蜷	蜷	quán	にな	ケン,ゲン	creep like a worm; curl one's body
詮	诠	詮	quán	のり	セン	explain, expound, comment on
券	券	券	quàn	わりふ,てがた	ケン	certificate, ticket; title deeds
勧	劝	勸	quàn	すすめる	カン,ケン	recommend, advise, urge
犬	犬	犬	quǎn	いぬ	ケン	dog; radical number 94
圏	圈	圈	quān	かこい	ケン	to circle; a circle; corral
瘸	瘸	瘸	qué		カ,ガ	lameness, paralysis of hands, leg
却	却	卻	què	しりぞく,しりぞける,かえって	キャク	still, but; decline; retreat
確	确	確	què	たしか,かたい,たしかめる	カク	sure, certain; real, true
闕	闕	闕	què	かける	ケツ,カチ	watch tower; palace
雀	雀	雀	què	すずめ	ジャク,サク,シャク	sparrow
鵲	鹊	鵲	què	かささぎ	ジャク,シャク,サク	magpie; Pica species (various)
缺	缺	缺	quē	かける	ケツ,ケチ,キ,ケン	be short of, lack; gap, deficit
群	群	羣	qún	むらがる,むれる,むれ,むら	グン,クン	group, crowd, multitude, mob
